kepid,tce_plnt_num,pred_class,norm_kepid
005791986,02,1,005791986
005792102,01,0,005792102
005792202,01,1,005792202
005792202,02,1,005792202
005792202,03,1,005792202
005792202,04,1,005792202
005792558,01,0,005792558
005792656,01,0,005792656
005792900,01,0,005792900
005792900,02,0,005792900
005793275,01,1,005793275
005793552,01,0,005793552
005794038,01,0,005794038
005794197,01,0,005794197
005794197,02,0,005794197
005794197,03,0,005794197
005794240,01,1,005794240
005794339,01,0,005794339
005794379,01,1,005794379
005794379,02,1,005794379
005794570,01,1,005794570
005794570,02,1,005794570
005794619,01,0,005794619
005794722,01,0,005794722
005795522,01,0,005795522
005795648,01,0,005795648
005795648,02,0,005795648
005796185,01,0,005796185
005796185,02,0,005796185
005796186,01,0,005796186
005796675,01,1,005796675
005801452,01,0,005801452
005801452,02,0,005801452
005801452,03,0,005801452
005801452,04,0,005801452
005801571,01,1,005801571
005802115,01,0,005802115
005802246,01,0,005802246
005802246,02,0,005802246
005802285,01,0,005802285
005802398,01,0,005802398
005802398,02,0,005802398
005802470,01,0,005802470
005802478,01,0,005802478
005802478,02,0,005802478
005802479,01,0,005802479
005802479,02,0,005802479
005802486,01,0,005802486
005802486,02,0,005802486
005802637,01,1,005802637
005806860,01,0,005806860
005806860,02,0,005806860
005806877,01,0,005806877
005806877,02,0,005806877
005807415,01,0,005807415
005807415,02,0,005807415
005807415,03,0,005807415
005807579,01,0,005807579
005807579,02,0,005807579
005807769,01,1,005807769
005808231,01,0,005808231
005808231,02,0,005808231
005809372,01,1,005809372
005809890,01,1,005809890
005809890,02,1,005809890
005809954,01,1,005809954
005810113,01,0,005810113
005810113,02,0,005810113
005810113,03,0,005810113
005810197,01,0,005810197
005810806,01,0,005810806
005811454,01,0,005811454
005811454,02,0,005811454
005812648,01,0,005812648
005812648,02,0,005812648
005812701,01,1,005812701
005812960,01,1,005812960
005812973,01,0,005812973
005812973,02,0,005812973
005812973,03,0,005812973
005812973,04,0,005812973
005814013,01,0,005814013
005814635,01,0,005814635
005814635,02,0,005814635
005814635,03,0,005814635
005814635,04,0,005814635
005816165,01,1,005816165
005816288,01,0,005816288
005816806,01,0,005816806
005816811,01,0,005816811
005817023,01,0,005817023
005817023,02,0,005817023
005817210,01,0,005817210
005817243,01,0,005817243
005817533,01,0,005817533
005817533,02,0,005817533
005817553,01,0,005817553
005817566,01,0,005817566
005817613,01,0,005817613
005817712,01,0,005817712
005817986,01,1,005817986
005818068,01,0,005818068
005818068,02,0,005818068
005818165,01,0,005818165
005819013,01,0,005819013
005819157,01,0,005819157
005819157,02,0,005819157
005819178,01,0,005819178
005819178,02,0,005819178
005819178,03,0,005819178
005819801,01,1,005819801
005819807,01,0,005819807
005819807,02,0,005819807
005819807,03,0,005819807
005820218,01,0,005820218
005821056,01,0,005821056
005821056,02,0,005821056
005821056,03,0,005821056
005821165,01,0,005821165
005821165,02,0,005821165
005821557,01,0,005821557
005822171,01,0,005822171
005822286,01,0,005822286
005823159,01,0,005823159
005823159,02,0,005823159
005823170,01,0,005823170
005823170,02,0,005823170
005823587,01,0,005823587
005823587,02,0,005823587
005823587,03,0,005823587
005853692,01,0,005853692
005856372,01,0,005856372
005856571,01,1,005856571
005857540,01,1,005857540
005857714,01,0,005857714
005857714,02,0,005857714
005857714,03,0,005857714
005857836,01,0,005857836
005858519,01,1,005858519
005859725,01,1,005859725
005860347,01,1,005860347
005860848,01,0,005860848
005860968,01,1,005860968
005864975,01,1,005864975
005865654,01,1,005865654
005865766,01,0,005865766
005865766,02,0,005865766
005865766,03,0,005865766
005866001,01,0,005866001
005866001,02,0,005866001
005866001,03,0,005866001
005866001,04,0,005866001
005866001,05,0,005866001
005866098,01,0,005866098
005866098,02,0,005866098
005866099,01,0,005866099
005866099,02,0,005866099
005866104,01,0,005866104
005866104,02,0,005866104
005866555,01,0,005866555
005866555,02,0,005866555
005866724,01,1,005866724
005866724,02,1,005866724
005866724,03,1,005866724
005868059,01,0,005868059
005868793,01,1,005868793
005870047,01,0,005870047
005870686,01,0,005870686
005871918,01,0,005871918
005871918,02,0,005871918
005871985,01,1,005871985
005872150,01,0,005872150
005872150,02,1,005872150
005872150,03,0,005872150
005872552,01,0,005872552
005872972,01,0,005872972
005872972,02,0,005872972
005873209,01,0,005873209
005873209,02,0,005873209
005876187,01,0,005876187
005876187,02,0,005876187
005876187,03,0,005876187
005876360,01,0,005876360
005876368,01,0,005876368
005876368,02,0,005876368
005876805,01,0,005876805
005876805,02,0,005876805
005878307,01,0,005878307
005878506,01,1,005878506
005879187,01,0,005879187
005879187,02,0,005879187
005879641,01,0,005879641
005880320,01,1,005880320
005880320,02,1,005880320
005880320,03,1,005880320
005880320,04,1,005880320
005880537,01,0,005880537
005880661,01,0,005880661
005880770,01,0,005880770
005881108,01,0,005881108
005881108,02,0,005881108
005881108,03,0,005881108
005881120,01,1,005881120
005881688,01,1,005881688
005881704,01,0,005881704
005881813,01,1,005881813
005881813,02,1,005881813
005882306,01,0,005882306
005887393,01,0,005887393
005888009,01,0,005888009
005888069,01,0,005888069
005888069,02,0,005888069
005891196,01,0,005891196
005891196,02,0,005891196
005891196,03,0,005891196
005891708,01,0,005891708
005891708,02,0,005891708
005891975,01,0,005891975
005891975,02,0,005891975
005891975,03,0,005891975
005892660,01,0,005892660
005892660,02,0,005892660
005892916,01,0,005892916
005892969,01,0,005892969
005892969,02,0,005892969
005893123,01,0,005893123
005893839,01,0,005893839
005893839,02,0,005893839
005893839,03,0,005893839
005893839,04,0,005893839
005894044,01,0,005894044
005894044,02,0,005894044
005894073,01,0,005894073
005894449,01,0,005894449
005894449,02,0,005894449
005894549,01,0,005894549
005894549,02,0,005894549
005894825,01,0,005894825
005894825,02,0,005894825
005894972,01,0,005894972
005894972,02,0,005894972
005895158,01,1,005895158
005895238,01,0,005895238
005895238,02,0,005895238
005895238,03,0,005895238
005895588,01,0,005895588
005896353,01,0,005896353
005896353,02,0,005896353
005896353,03,0,005896353
005896353,04,0,005896353
005896439,01,0,005896439
005896439,02,0,005896439
005896439,03,0,005896439
005896585,01,0,005896585
005897396,01,0,005897396
005897645,01,0,005897645
005897645,02,0,005897645
005897826,01,1,005897826
005897826,02,1,005897826
005898780,01,0,005898780
005898780,02,0,005898780
005898983,01,1,005898983
005899544,01,0,005899544
005899544,02,0,005899544
005899971,01,0,005899971
005899971,02,0,005899971
005900235,01,1,005900235
005900260,01,0,005900260
005900260,02,0,005900260
005900390,01,0,005900390
005900574,01,0,005900574
005900574,02,0,005900574
005900574,03,0,005900574
005902653,01,0,005902653
005903301,01,1,005903301
005903312,01,0,005903312
005903453,01,0,005903453
005903749,01,1,005903749
005903749,02,1,005903749
005904622,01,0,005904622
005904699,01,0,005904699
005904699,02,0,005904699
005904699,03,0,005904699
005904928,01,0,005904928
005904928,02,0,005904928
005905234,01,0,005905234
005905234,02,0,005905234
005905234,03,0,005905234
005905822,01,1,005905822
005905878,01,0,005905878
005905878,02,0,005905878
005906426,01,1,005906426
005906502,01,0,005906502
005906502,02,0,005906502
005906694,01,1,005906694
005908086,01,0,005908086
005908086,02,0,005908086
005938266,01,0,005938266
005938970,01,1,005938970
005940165,01,1,005940165
005940165,02,0,005940165
005940273,01,0,005940273
005940273,02,0,005940273
005940273,03,0,005940273
005940273,04,0,005940273
005940490,01,0,005940490
005940490,02,0,005940490
005940490,03,0,005940490
005941160,01,1,005941160
005941160,02,1,005941160
005941759,01,0,005941759
005941836,01,0,005941836
005941836,02,0,005941836
005941928,01,0,005941928
005942093,01,1,005942093
005942300,01,0,005942300
005942808,01,1,005942808
005942808,02,1,005942808
005942949,01,1,005942949
005946568,01,1,005946568
005949911,01,0,005949911
005949911,02,0,005949911
005950759,01,0,005950759
005950759,02,0,005950759
005951140,01,1,005951140
005952309,01,0,005952309
005952366,01,0,005952366
005952366,02,0,005952366
005952403,01,0,005952403
005952403,02,0,005952403
005952457,01,0,005952457
005953297,01,1,005953297
005953849,01,0,005953849
005954001,01,1,005954001
005954264,01,0,005954264
005954795,01,0,005954795
005955321,01,0,005955321
005955321,02,0,005955321
005955621,01,0,005955621
005956342,01,1,005956342
005956342,02,1,005956342
005956342,03,1,005956342
005956342,04,1,005956342
005956354,01,0,005956354
005956656,01,1,005956656
005956656,02,1,005956656
005956776,01,0,005956776
005957093,01,0,005957093
005957093,02,0,005957093
005959719,01,1,005959719
005959719,02,1,005959719
005959753,01,1,005959753
005959837,01,0,005959837
005959837,02,0,005959837
005959837,03,0,005959837
005959837,04,0,005959837
005960484,01,0,005960484
005960484,02,0,005960484
005960899,01,0,005960899
005960899,02,0,005960899
005960899,03,0,005960899
005960899,04,0,005960899
005961350,01,0,005961350
005961350,02,0,005961350
005961350,03,0,005961350
005962262,01,1,005962262
005962509,01,0,005962509
005962514,01,0,005962514
005962716,01,0,005962716
005963222,01,0,005963222
005963222,02,0,005963222
005963556,01,0,005963556
005963582,01,1,005963582
005963591,01,0,005963591
005963732,01,0,005963732
005964024,01,0,005964024
005964069,01,0,005964069
005964069,02,0,005964069
005964173,01,0,005964173
005964173,02,0,005964173
005964173,03,0,005964173
005964350,01,0,005964350
005964350,02,0,005964350
005964483,01,0,005964483
005964483,02,0,005964483
005965819,01,1,005965819
005965819,02,1,005965819
005965819,03,1,005965819
005965837,01,0,005965837
005965860,01,0,005965860
005965860,02,0,005965860
005966154,01,1,005966154
005966154,02,1,005966154
005966212,01,0,005966212
005966212,02,0,005966212
005966212,03,0,005966212
005966322,01,1,005966322
005966660,01,0,005966660
005966732,01,1,005966732
005966810,01,1,005966810
005972334,01,1,005972334
005972334,02,1,005972334
005972334,03,1,005972334
005972334,04,1,005972334
005976413,01,0,005976413
005976681,01,0,005976681
005976681,02,0,005976681
005977470,01,1,005977470
005977541,01,0,005977541
005977804,01,0,005977804
005977984,01,0,005977984
005977984,02,0,005977984
005978154,01,0,005978154
005978170,01,1,005978170
005978295,01,0,005978295
005978295,02,0,005978295
005978361,01,1,005978361
005978436,01,0,005978436
005978559,01,1,005978559
005978559,02,1,005978559
005978862,01,0,005978862
005978913,01,0,005978913
005978913,02,0,005978913
005979800,01,0,005979800
005979863,01,0,005979863
005979863,02,0,005979863
005979866,01,0,005979866
005979866,02,0,005979866
005979866,03,0,005979866
005980061,01,0,005980061
005980061,02,0,005980061
005980208,01,1,005980208
005980354,01,0,005980354
005980555,01,0,005980555
005980783,01,1,005980783
005981039,01,0,005981039
005981039,02,0,005981039
005981039,03,0,005981039
005981058,01,1,005981058
005981819,01,0,005981819
005982073,01,0,005982073
005982353,01,0,005982353
005982353,02,0,005982353
005982368,01,0,005982368
005982378,01,0,005982378
005983348,01,0,005983348
005983348,02,0,005983348
005983348,03,0,005983348
005983532,01,0,005983532
005984278,01,0,005984278
005984278,02,0,005984278
005984615,01,0,005984615
005984615,02,0,005984615
005984615,03,0,005984615
005984619,01,0,005984619
005985441,01,0,005985441
005985441,02,0,005985441
005985441,03,0,005985441
005985713,01,1,005985713
005986209,01,0,005986209
005986209,02,0,005986209
005986209,03,0,005986209
005986270,01,1,005986270
005987529,01,0,005987529
005988031,01,0,005988031
005988140,01,0,005988140
005988140,02,0,005988140
005988140,03,0,005988140
005988140,04,0,005988140
005988140,05,0,005988140
005988387,01,0,005988387
005989391,01,0,005989391
005989391,02,0,005989391
005989391,03,0,005989391
005990753,01,0,005990753
005990753,02,0,005990753
005990915,01,0,005990915
005990915,02,0,005990915
005991070,01,0,005991070
005991591,01,0,005991591
005991591,02,0,005991591
005991765,01,0,005991765
005991936,01,0,005991936
005991936,02,0,005991936
005992210,01,0,005992210
005992270,01,1,005992270
006019416,01,0,006019416
006019416,02,0,006019416
006019416,03,0,006019416
006019416,04,0,006019416
006019872,01,0,006019872
006019971,01,1,006019971
006020753,01,1,006020753
006020753,02,1,006020753
006020898,01,0,006020898
006020929,01,0,006020929
006021111,01,0,006021111
006021111,02,0,006021111
006021193,01,1,006021193
006021193,02,1,006021193
006021193,03,1,006021193
006021275,01,1,006021275
006021275,02,1,006021275
006021275,03,1,006021275
006021275,04,1,006021275
006022419,01,0,006022419
006022556,01,1,006022556
006022792,01,0,006022792
006022792,02,0,006022792
006023835,01,0,006023835
006023835,02,0,006023835
006023859,01,1,006023859
006024477,01,0,006024477
006024477,02,0,006024477
006025124,01,1,006025124
006025174,01,1,006025174
006025466,01,0,006025466
006026059,01,0,006026059
006026438,01,1,006026438
006026438,02,1,006026438
006026438,03,1,006026438
006026737,01,1,006026737
006026737,02,1,006026737
006026924,01,1,006026924
006028860,01,0,006028860
006029130,01,0,006029130
006029130,02,0,006029130
006029214,01,0,006029214
006029239,01,1,006029239
006029239,02,1,006029239
006032172,01,0,006032172
006032172,02,0,006032172
006032172,03,0,006032172
006032448,01,0,006032448
006032497,01,1,006032497
006032517,01,0,006032517
006032730,01,0,006032730
006032730,02,0,006032730
006033602,01,0,006033602
006033640,01,0,006033640
006034945,01,1,006034945
006035124,01,1,006035124
006035335,01,0,006035335
006035335,02,0,006035335
006035335,03,0,006035335
006035335,04,1,006035335
006035535,01,0,006035535
006037187,01,1,006037187
006037581,01,1,006037581
006037581,02,1,006037581
006037581,03,1,006037581
006037612,01,0,006037612
006037612,02,0,006037612
006037624,01,0,006037624
006037987,01,0,006037987
006037990,01,0,006037990
006037990,02,0,006037990
006038805,01,0,006038805
006039039,01,0,006039039
006041511,01,0,006041511
006041680,01,0,006041680
006041680,02,0,006041680
006041734,01,1,006041734
006041734,02,1,006041734
006041803,01,0,006041803
006042031,01,0,006042031
006042116,01,0,006042116
006042214,01,0,006042214
006042663,01,0,006042663
006042663,02,0,006042663
006042663,03,0,006042663
006043562,01,1,006043562
006044064,01,0,006044064
006044064,02,0,006044064
006044188,01,0,006044188
006044553,01,0,006044553
006044999,01,0,006044999
006045093,01,1,006045093
006045250,01,0,006045250
006045784,01,0,006045784
006046299,01,0,006046299
006046311,01,0,006046311
006046311,02,0,006046311
006046540,01,1,006046540
006047059,01,0,006047059
006047059,02,0,006047059
006047072,01,1,006047072
006047498,01,0,006047498
006048024,01,1,006048024
006048106,01,0,006048106
006048255,01,1,006048255
006048345,01,0,006048345
006048345,02,0,006048345
006048411,01,0,006048411
006049108,01,0,006049108
006049190,01,1,006049190
006049886,01,0,006049886
006050594,01,0,006050594
006050594,02,0,006050594
006056992,01,1,006056992
006057080,01,0,006057080
006057080,02,0,006057080
006057233,01,0,006057233
006057233,02,0,006057233
006057401,01,0,006057401
006057401,02,0,006057401
006057401,03,0,006057401
006057684,01,0,006057684
006057750,01,0,006057750
006058006,01,0,006058006
006058006,02,0,006058006
006058544,01,0,006058544
006058544,02,0,006058544
006058614,01,1,006058614
006058614,02,0,006058614
006058816,01,1,006058816
006058816,02,0,006058816
006058830,01,0,006058830
006058875,01,0,006058875
006058896,01,0,006058896
006059860,01,0,006059860
006060203,01,1,006060203
006060277,01,0,006060277
006060277,02,0,006060277
006060355,01,0,006060355
006060355,02,0,006060355
006060490,01,0,006060490
006060580,01,0,006060580
006060580,02,0,006060580
006060845,01,0,006060845
006061119,01,1,006061119
006061584,01,0,006061584
006061584,02,0,006061584
006061584,03,0,006061584
006061773,01,1,006061773
006062088,01,1,006062088
006062088,02,1,006062088
006062088,03,1,006062088
006062766,01,0,006062766
006062766,02,0,006062766
006062929,01,1,006062929
006063190,01,0,006063190
006063220,01,1,006063220
006063322,01,0,006063322
006063322,02,0,006063322
006063322,03,0,006063322
006063448,01,0,006063448
006063448,02,0,006063448
006063448,03,0,006063448
006063448,04,0,006063448
006064237,01,0,006064237
006064237,02,0,006064237
006065351,01,0,006065351
006065351,02,0,006065351
006065351,03,0,006065351
006065651,01,0,006065651
006065651,02,0,006065651
006065678,01,0,006065678
006065699,01,0,006065699
006065699,02,0,006065699
006065699,03,0,006065699
006065699,04,0,006065699
006065699,05,0,006065699
006065823,01,0,006065823
006065823,02,0,006065823
006065934,01,0,006065934
006065934,02,0,006065934
006066107,01,0,006066107
006066379,01,0,006066379
006066403,01,0,006066403
006066416,01,0,006066416
006066675,01,0,006066675
006067545,01,1,006067545
006067707,01,0,006067707
006067707,02,0,006067707
006067817,01,0,006067817
006067817,02,0,006067817
006067817,03,0,006067817
006067942,01,0,006067942
006068038,01,0,006068038
006068038,02,0,006068038
006068170,01,0,006068170
006068502,01,0,006068502
006068947,01,0,006068947
006069985,01,0,006069985
006069985,02,0,006069985
006070312,01,0,006070312
006070312,02,0,006070312
006070312,03,0,006070312
006070337,01,1,006070337
006070392,01,0,006070392
006070714,01,0,006070714
006070714,02,0,006070714
006071684,01,0,006071684
006071684,02,0,006071684
006071684,03,0,006071684
006071903,01,1,006071903
006072593,01,0,006072593
006073006,01,0,006073006
006100062,01,0,006100062
006100469,01,0,006100469
006103049,01,0,006103049
006103377,01,1,006103377
006103377,02,1,006103377
006105113,01,0,006105113
006105113,02,0,006105113
006105462,01,1,006105462
006105462,02,1,006105462
006106282,01,1,006106282
006109688,01,0,006109688
006109688,02,0,006109688
006109688,03,0,006109688
006109688,04,0,006109688
006110119,01,0,006110119
006111011,01,1,006111011
006113656,01,0,006113656
006113656,02,0,006113656
006113806,01,0,006113806
006113864,01,0,006113864
006113864,02,0,006113864
006113864,03,0,006113864
006113871,01,0,006113871
006113871,02,0,006113871
006113871,03,0,006113871
006114387,01,0,006114387
006114387,02,0,006114387
006114387,03,0,006114387
006114403,01,0,006114403
006114539,01,0,006114539
006115025,01,0,006115025
006115025,02,0,006115025
006115466,01,0,006115466
006115466,02,0,006115466
006115516,01,0,006115516
006115603,01,0,006115603
006115603,02,0,006115603
006116172,01,0,006116172
006116172,02,0,006116172
006116172,03,0,006116172
006116612,01,0,006116612
006117415,01,1,006117415
006117832,01,0,006117832
006118370,01,1,006118370
006118616,01,0,006118616
006119141,01,1,006119141
006119407,01,0,006119407
006119407,02,0,006119407
006119788,01,0,006119788
006119788,02,0,006119788
006122790,01,0,006122790
006122790,02,0,006122790
006123324,01,0,006123324
006123324,02,0,006123324
006123324,03,0,006123324
006123324,04,0,006123324
006124426,01,0,006124426
006124512,01,1,006124512
006124836,01,0,006124836
006124941,01,1,006124941
006125282,01,0,006125282
006125481,01,1,006125481
006126012,01,0,006126012
006126076,01,0,006126076
006126076,02,0,006126076
006126562,01,0,006126562
006126562,02,0,006126562
006127239,01,0,006127239
006127239,02,0,006127239
006127822,01,0,006127822
006128027,01,0,006128027
006128027,02,0,006128027
006128141,01,0,006128141
006128245,01,1,006128245
006128579,01,0,006128579
006128830,01,0,006128830
006128830,02,0,006128830
006128995,01,0,006128995
006128995,02,0,006128995
006129524,01,1,006129524
006129694,01,0,006129694
006130500,01,0,006130500
006130500,02,0,006130500
006130500,03,0,006130500
006131130,01,1,006131130
006131236,01,1,006131236
006131659,01,0,006131659
006131659,02,0,006131659
006132064,01,0,006132064
006132064,02,0,006132064
006132064,03,0,006132064
006132088,01,0,006132088
006137681,01,0,006137681
006137704,01,1,006137704
006137779,01,0,006137779
006138109,01,0,006138109
006138109,02,0,006138109
006138109,03,0,006138109
006139220,01,1,006139220
006139591,01,0,006139591
006139591,02,0,006139591
006139982,01,0,006139982
006139982,02,0,006139982
006139982,03,0,006139982
006140015,01,0,006140015
006140059,01,1,006140059
006140084,01,0,006140084
006140581,01,0,006140581
006141372,01,0,006141372
006141503,01,0,006141503
006141503,02,0,006141503
006141725,01,0,006141725
006142862,01,0,006142862
006142919,01,0,006142919
006142919,02,0,006142919
006142919,03,0,006142919
006143315,01,0,006143315
006143316,01,0,006143316
006143929,01,0,006143929
006143929,02,0,006143929
006144039,01,1,006144039
006145201,01,0,006145201
006145201,02,0,006145201
006145471,01,0,006145471
006145614,01,0,006145614
006145614,02,0,006145614
006145939,01,1,006145939
006146418,01,0,006146418
006146418,02,0,006146418
006146838,01,1,006146838
006147122,01,0,006147122
006147122,02,0,006147122
006147122,03,0,006147122
006147573,01,0,006147573
006147573,02,0,006147573
006148271,01,0,006148271
006148498,01,0,006148498
006148498,02,0,006148498
006149910,01,1,006149910
006150518,01,0,006150518
006150977,01,0,006150977
006150977,02,0,006150977
006152521,01,0,006152521
006152521,02,0,006152521
006152974,01,1,006152974
006152974,02,1,006152974
006153201,01,0,006153201
006153201,02,0,006153201
006153233,01,0,006153233
006153233,02,0,006153233
006153407,01,1,006153407
006153672,01,0,006153672
006153673,01,0,006153673
006153673,02,0,006153673
006153673,03,0,006153673
006154326,01,0,006154326
006181674,01,0,006181674
006181674,02,0,006181674
006182019,01,0,006182019
006182019,02,0,006182019
006182019,03,0,006182019
006182093,01,0,006182093
006182093,02,0,006182093
006182093,03,0,006182093
006182846,01,0,006182846
006182846,02,0,006182846
006182849,01,0,006182849
006182849,02,0,006182849
006183128,01,0,006183128
006183478,01,0,006183478
006183478,02,0,006183478
006183511,01,1,006183511
006184298,01,0,006184298
006184894,01,1,006184894
006185331,01,1,006185331
006185416,01,0,006185416
006185476,01,1,006185476
006185496,01,0,006185496
006185496,02,0,006185496
006185711,01,0,006185711
006185717,01,0,006185717
006185717,02,0,006185717
006186029,01,0,006186029
006186029,02,0,006186029
006186964,01,1,006186964
006187341,01,0,006187341
006187341,02,0,006187341
006187508,01,1,006187508
006187665,01,0,006187665
006187665,02,0,006187665
006187665,03,0,006187665
006187893,01,0,006187893
006191521,01,1,006191521
006191945,01,0,006191945
006195556,01,0,006195556
006195556,02,0,006195556
006195556,03,0,006195556
006196457,01,1,006196457
006196457,02,1,006196457
006196457,03,1,006196457
006197038,01,0,006197038
006197215,01,1,006197215
006197344,01,1,006197344
006197810,01,0,006197810
006197810,02,0,006197810
006198182,01,1,006198182
006198182,02,1,006198182
006198999,01,1,006198999
006199043,01,0,006199043
006199056,01,1,006199056
006199702,01,0,006199702
006199731,01,0,006199731
006199731,02,0,006199731
006199731,03,0,006199731
006200235,01,1,006200235
006200709,01,0,006200709
006200709,02,0,006200709
006200715,01,0,006200715
006200810,01,1,006200810
006205228,01,1,006205228
006205384,01,0,006205384
006205405,01,0,006205405
006205460,01,0,006205460
006205460,02,0,006205460
006205468,01,0,006205468
006205481,01,0,006205481
006205483,01,0,006205483
006205507,01,0,006205507
006205852,01,0,006205852
006205852,02,0,006205852
006205897,01,1,006205897
006206125,01,0,006206125
006206125,02,0,006206125
006206125,03,0,006206125
006206143,01,0,006206143
006206214,01,1,006206214
006206470,01,0,006206470
006206559,01,0,006206559
006206627,01,0,006206627
006206627,02,0,006206627
006206627,03,0,006206627
006206665,01,0,006206665
006206751,01,0,006206751
006207053,01,0,006207053
006207535,01,0,006207535
006208741,01,0,006208741
006209225,01,1,006209225
006209293,01,0,006209293
006209293,02,0,006209293
006209347,01,0,006209347
006209347,02,0,006209347
006209637,01,0,006209637
006209677,01,1,006209677
006209677,02,1,006209677
006209798,01,0,006209798
006210148,01,0,006210148
006210480,01,0,006210480
006211370,01,0,006211370
006211547,01,0,006211547
006211547,02,0,006211547
006211812,01,1,006211812
006213774,01,0,006213774
006219684,01,0,006219684
006219684,02,0,006219684
006220010,01,0,006220010
006220010,02,0,006220010
006220312,01,1,006220312
006220470,01,0,006220470
006220470,02,0,006220470
006221385,01,1,006221385
006221385,02,1,006221385
006221385,03,1,006221385
006221411,01,0,006221411
006222079,01,0,006222079
006222079,02,0,006222079
006222381,01,0,006222381
006222381,02,0,006222381
006222529,01,0,006222529
006222529,02,0,006222529
006222627,01,0,006222627
006222884,01,0,006222884
006222884,02,0,006222884
006222884,03,0,006222884
006222884,04,0,006222884
006222898,01,0,006222898
006222898,02,0,006222898
006223324,01,1,006223324
006223877,01,0,006223877
006224148,01,0,006224148
006224148,02,0,006224148
006224312,01,0,006224312
006224312,02,0,006224312
006224785,01,0,006224785
006225475,01,0,006225475
006226290,01,1,006226290
006226293,01,0,006226293
006226293,02,0,006226293
006226293,03,0,006226293
006226908,01,1,006226908
006227118,01,0,006227118
006227118,02,0,006227118
006227118,03,0,006227118
006227199,01,0,006227199
006227560,01,0,006227560
006228201,01,0,006228201
006228201,02,0,006228201
006228201,03,0,006228201
006228201,04,0,006228201
006228306,01,0,006228306
006228306,02,0,006228306
006228306,03,0,006228306
006228306,04,0,006228306
006228371,01,0,006228371
006228703,01,0,006228703
006229130,01,0,006229130
006229130,02,0,006229130
006229130,03,0,006229130
006229502,01,0,006229502
006229502,02,0,006229502
006229502,03,0,006229502
006230532,01,0,006230532
006230532,02,0,006230532
006230921,01,0,006230921
006230921,02,0,006230921
006231401,01,0,006231401
006231401,02,0,006231401
006231451,01,0,006231451
006231451,02,0,006231451
006231451,03,0,006231451
006231538,01,0,006231538
006231538,02,0,006231538
006231538,03,0,006231538
006231813,01,0,006231813
006231813,02,0,006231813
006233466,01,0,006233466
006233466,02,0,006233466
006233483,01,0,006233483
006233483,02,0,006233483
006233573,01,1,006233573
006233748,01,0,006233748
006233748,02,0,006233748
006233748,03,0,006233748
006233890,01,0,006233890
006233890,02,0,006233890
006233890,03,0,006233890
006233899,01,0,006233899
006233899,02,0,006233899
006233903,01,0,006233903
006234144,01,0,006234144
006235301,01,0,006235301
006263470,01,0,006263470
006263593,01,1,006263593
006263593,02,0,006263593
006264750,01,1,006264750
006264768,01,0,006264768
006265665,01,1,006265665
006265792,01,1,006265792
006265961,01,1,006265961
006266219,01,0,006266219
006266741,01,1,006266741
006266741,02,1,006266741
006266750,01,0,006266750
006267414,01,0,006267414
006267425,01,0,006267425
006267425,02,0,006267425
006267535,01,1,006267535
006268017,01,0,006268017
006268531,01,0,006268531
006268648,01,1,006268648
006268648,02,1,006268648
006268722,01,0,006268722
006268722,02,0,006268722
006268890,01,0,006268890
006268890,02,0,006268890
006268890,03,0,006268890
006269070,01,1,006269070
006272413,01,1,006272413
006273239,01,0,006273239
006273239,02,0,006273239
006276477,01,1,006276477
006276791,01,1,006276791
006276791,02,1,006276791
006276994,01,0,006276994
006277167,01,0,006277167
006277594,01,1,006277594
006278127,01,0,006278127
006278403,01,0,006278403
006278762,01,1,006278762
006278762,02,1,006278762
006278762,03,1,006278762
006278762,04,1,006278762
006279388,01,0,006279388
006279388,02,0,006279388
006279388,03,0,006279388
006279696,01,0,006279696
006279823,01,0,006279823
006279974,01,1,006279974
006280952,01,0,006280952
006280952,02,0,006280952
006280952,03,0,006280952
006283224,01,0,006283224
006283224,02,0,006283224
006284209,01,0,006284209
006284363,01,0,006284363
006285094,01,0,006285094
006285396,01,0,006285396
006285397,01,0,006285397
006285545,01,0,006285545
006285985,01,0,006285985
006285985,02,0,006285985
006286155,01,0,006286155
006286155,02,0,006286155
006286161,01,0,006286161
006286161,02,0,006286161
006287169,01,0,006287169
006287313,01,1,006287313
006287517,01,0,006287517
006287517,02,0,006287517
006288034,01,0,006288034
006288034,02,0,006288034
006288034,03,0,006288034
006288896,01,0,006288896
006289081,01,0,006289081
006289257,01,1,006289257
006289257,02,1,006289257
006289344,01,0,006289344
006289468,01,0,006289468
006289468,02,0,006289468
006289468,03,0,006289468
006289468,04,0,006289468
006289650,01,1,006289650
006289739,01,0,006289739
006289897,01,0,006289897
006290382,01,0,006290382
006290382,02,0,006290382
006290382,03,0,006290382
006290411,01,0,006290411
006290411,02,0,006290411
006290648,01,0,006290648
006290648,02,0,006290648
006290935,01,1,006290935
006291033,01,1,006291033
006291110,01,0,006291110
006291473,01,0,006291473
006291653,01,1,006291653
006291837,01,1,006291837
006292162,01,0,006292162
006292162,02,0,006292162
006292398,01,0,006292398
006292452,01,0,006292452
006292452,02,0,006292452
006292732,01,1,006292732
006293266,01,0,006293266
006294556,01,0,006294556
006294556,02,0,006294556
006294556,03,0,006294556
006294819,01,1,006294819
006294889,01,0,006294889
006294889,02,0,006294889
006300348,01,1,006300348
006301030,01,0,006301030
006301030,02,0,006301030
006301030,03,0,006301030
006301030,04,0,006301030
006301035,01,0,006301035
